OWNER,TABLE,DATA_TYPE,LABEL,ALIAS,TYPE,DESC
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HH_0_35K_2workers_25,Households with income between 0 and 35K and 2 workers 2025,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HH_0_35K_3_plus_workers_25,Households with income between 0 and 35K and 3 or more workers 2025,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HHs_Over_35K_0workers_25,Households with income above 35K and 0 workers 2025,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HHs_Over_35K_1worker_25,Households with income above 35K and 1 worker 2025,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HHs_Over_35K_2workers_25,Households with income above 35K and 2 workers 2025,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HHs_Over_35K_3_plus_workers_25,Households with income above 35K and 3 or more workers 2025,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HH_0_35K_1person_25,Households with income between 0 and 35K and 1 person 2025,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HH_0_35K_2person_25,Households with income between 0 and 35K and 2 persons 2025,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HH_0_35K_3person_25,Households with income between 0 and 35K and 3 persons 2025,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HH_0_35K_4_plus_person_25,Households with income between 0 and 35K and 4 or more persons 2025,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HHs_Over_35K_1person_25,Households with income above 35K and 1 person 2025,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HHs_Over_35K_2person_25,Households with income above 35K and 2 persons 2025,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HHs_Over_35K_3person_25,Households with income above 35K and 3 persons 2025,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HHs_Over_35K_4_plus_person_25,Households with income above 35K and 4 or more persons 2025,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Total_Employment_25,Total Employment 2025,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Ag_Mining_25,"Agriculture, forestry, fishing and hunting and mining 2025",Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Construction_25,Construction 2025,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Manufacturing_25,Manufacturing 2025,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Wholesale_Trade_25,Wholesale trade 2025,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Retail_Trade_25,Retail trade 2025,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Transport_WH_Util_25,Transportation and warehousing and utilities 2025,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Information_25,Information Services 2025,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,FIRE_25,"Finance, insurance, real estate and rental and leasing 2025",Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Prof_Services_25,"Professional, scientific, management, administrative,  and waste management services 2025",Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Eds_Meds_25,"Educational, health and social services 2025",Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Arts_Rec_Food_25,"Arts, entertainment, recreation, accommodation and food services 2025",Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Other_Services_25,Other services (except public administration) 2025,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Public_Admin_25,Public administration 2025,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Armed_Forces_25,Armed Forces 2025,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Population_30,Total Population 2030,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,GrpQrts_30,Non-Institutionalized Group Quarters Population 2030,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,K_12_30,"Population enrolled in Nursery School, Kindergarten, or Grades 1-12, 2030",Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Univ_30,"Population enrolled in College or Graduate School, 2030",Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Autos_30,Total Vehicles Available 2030,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Households_30,Total Households 2030,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HH_0veh_30,Households with 0 vehicles 2030,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HH_1veh_30,Households with 1 vehicle 2030,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HH_2veh_30,Households with 2 vehicles 2030,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HH_3_plus_veh_30,Households with 3+ vehicles 2030,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HH_0worker_30,Households with 0 workers 2030,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HH_1worker_30,Households with 1 workers 2030,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HH_2worker_30,Households with 2 workers 2030,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HH_3_plus_worker_30,Households with 3+ workers 2030,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HHs_0_35K_30,Households with (1999) income between 0 and 35K 2030,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HHs_Over_35K_30,Households with (1999) income above 35K 2030,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,EmpRes_30,Employed Resident Workers 2030,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HH_0_35K_0workers_30,Households with income between 0 and 35K and 0 workers 2030,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HH_0_35K_1worker_30,Households with income between 0 and 35K and 1 worker 2030,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HH_0_35K_2workers_30,Households with income between 0 and 35K and 2 workers 2030,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HH_0_35K_3_plus_workers_30,Households with income between 0 and 35K and 3 or more workers 2030,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HHs_Over_35K_0workers_30,Households with income above 35K and 0 workers 2030,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HHs_Over_35K_1worker_30,Households with income above 35K and 1 worker 2030,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HHs_Over_35K_2workers_30,Households with income above 35K and 2 workers 2030,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HHs_Over_35K_3_plus_workers_30,Households with income above 35K and 3 or more workers 2030,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HH_0_35K_1person_30,Households with income between 0 and 35K and 1 person 2030,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HH_0_35K_2person_30,Households with income between 0 and 35K and 2 persons 2030,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HH_0_35K_3person_30,Households with income between 0 and 35K and 3 persons 2030,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HH_0_35K_4_plus_person_30,Households with income between 0 and 35K and 4 or more persons 2030,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HHs_Over_35K_1person_30,Households with income above 35K and 1 person 2030,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HHs_Over_35K_2person_30,Households with income above 35K and 2 persons 2030,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HHs_Over_35K_3person_30,Households with income above 35K and 3 persons 2030,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HHs_Over_35K_4_plus_person_30,Households with income above 35K and 4 or more persons 2030,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Total_Employment_30,Total Employment 2030,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Ag_Mining_30,"Agriculture, forestry, fishing and hunting and mining 2030",Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Construction_30,Construction 2030,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Manufacturing_30,Manufacturing 2030,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Wholesale_Trade_30,Wholesale trade 2030,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Retail_Trade_30,Retail trade 2030,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Transport_WH_Util_30,Transportation and warehousing and utilities 2030,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Information_30,Information Services 2030,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,FIRE_30,"Finance, insurance, real estate and rental and leasing 2030",Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Prof_Services_30,"Professional, scientific, management, administrative,  and waste management services 2030",Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Eds_Meds_30,"Educational, health and social services 2030",Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Arts_Rec_Food_30,"Arts, entertainment, recreation, accommodation and food services 2030",Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Other_Services_30,Other services (except public administration) 2030,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Public_Admin_30,Public administration 2030,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Armed_Forces_30,Armed Forces 2030,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Population_35,Total Population 2035,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,GrpQrts_35,Non-Institutionalized Group Quarters Population 2035,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,K_12_35,"Population enrolled in Nursery School, Kindergarten, or Grades 1-12, 2035",Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Univ_35,"Population enrolled in College or Graduate School, 2035",Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Autos_35,Total Vehicles Available 2035,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Households_35,Total Households 2035,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HH_0veh_35,Households with 0 vehicles 2035,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HH_1veh_35,Households with 1 vehicle 2035,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HH_2veh_35,Households with 2 vehicles 2035,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HH_3_plus_veh_35,Households with 3+ vehicles 2035,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HH_0worker_35,Households with 0 workers 2035,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HH_1worker_35,Households with 1 workers 2035,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HH_2worker_35,Households with 2 workers 2035,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HH_3_plus_worker_35,Households with 3+ workers 2035,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HHs_0_35K_35,Households with (1999) income between 0 and 35K 2035,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HHs_Over_35K_35,Households with (1999) income above 35K 2035,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,EmpRes_35,Employed Resident Workers 2035,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HH_0_35K_0workers_35,Households with income between 0 and 35K and 0 workers 2035,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HH_0_35K_1worker_35,Households with income between 0 and 35K and 1 worker 2035,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HH_0_35K_2workers_35,Households with income between 0 and 35K and 2 workers 2035,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HH_0_35K_3_plus_workers_35,Households with income between 0 and 35K and 3 or more workers 2035,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HHs_Over_35K_0workers_35,Households with income above 35K and 0 workers 2035,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HHs_Over_35K_1worker_35,Households with income above 35K and 1 worker 2035,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HHs_Over_35K_2workers_35,Households with income above 35K and 2 workers 2035,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HHs_Over_35K_3_plus_workers_35,Households with income above 35K and 3 or more workers 2035,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HH_0_35K_1person_35,Households with income between 0 and 35K and 1 person 2035,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HH_0_35K_2person_35,Households with income between 0 and 35K and 2 persons 2035,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HH_0_35K_3person_35,Households with income between 0 and 35K and 3 persons 2035,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HH_0_35K_4_plus_person_35,Households with income between 0 and 35K and 4 or more persons 2035,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HHs_Over_35K_1person_35,Households with income above 35K and 1 person 2035,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HHs_Over_35K_2person_35,Households with income above 35K and 2 persons 2035,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HHs_Over_35K_3person_35,Households with income above 35K and 3 persons 2035,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HHs_Over_35K_4_plus_person_35,Households with income above 35K and 4 or more persons 2035,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Total_Employment_35,Total Employment 2035,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Ag_Mining_35,"Agriculture, forestry, fishing and hunting and mining 2035",Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Construction_35,Construction 2035,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Manufacturing_35,Manufacturing 2035,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Wholesale_Trade_35,Wholesale trade 2035,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Retail_Trade_35,Retail trade 2035,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Transport_WH_Util_35,Transportation and warehousing and utilities 2035,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Information_35,Information Services 2035,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,FIRE_35,"Finance, insurance, real estate and rental and leasing 2035",Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Prof_Services_35,"Professional, scientific, management, administrative,  and waste management services 2035",Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Eds_Meds_35,"Educational, health and social services 2035",Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Arts_Rec_Food_35,"Arts, entertainment, recreation, accommodation and food services 2035",Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Other_Services_35,Other services (except public administration) 2035,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Public_Admin_35,Public administration 2035,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Armed_Forces_35,Armed Forces 2035,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Population_40,Total Population 2040,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,GrpQrts_40,Non-Institutionalized Group Quarters Population 2040,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,K_12_40,"Population enrolled in Nursery School, Kindergarten, or Grades 1-12, 2040",Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Univ_40,"Population enrolled in College or Graduate School, 2040",Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Autos_40,Total Vehicles Available 2040,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Households_40,Total Households 2040,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HH_0veh_40,Households with 0 vehicles 2040,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HH_1veh_40,Households with 1 vehicle 2040,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HH_2veh_40,Households with 2 vehicles 2040,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HH_3_plus_veh_40,Households with 3+ vehicles 2040,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HH_0worker_40,Households with 0 workers 2040,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HH_1worker_40,Households with 1 workers 2040,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HH_2worker_40,Households with 2 workers 2040,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HH_3_plus_worker_40,Households with 3+ workers 2040,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HHs_0_35K_40,Households with (1999) income between 0 and 35K 2040,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HHs_Over_35K_40,Households with (1999) income above 35K 2040,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,EmpRes_40,Employed Resident Workers 2040,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HH_0_35K_0workers_40,Households with income between 0 and 35K and 0 workers 2040,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HH_0_35K_1worker_40,Households with income between 0 and 35K and 1 worker 2040,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HH_0_35K_2workers_40,Households with income between 0 and 35K and 2 workers 2040,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HH_0_35K_3_plus_workers_40,Households with income between 0 and 35K and 3 or more workers 2040,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HHs_Over_35K_0workers_40,Households with income above 35K and 0 workers 2040,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HHs_Over_35K_1worker_40,Households with income above 35K and 1 worker 2040,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HHs_Over_35K_2workers_40,Households with income above 35K and 2 workers 2040,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HHs_Over_35K_3_plus_workers_40,Households with income above 35K and 3 or more workers 2040,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HH_0_35K_1person_40,Households with income between 0 and 35K and 1 person 2040,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HH_0_35K_2person_40,Households with income between 0 and 35K and 2 persons 2040,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HH_0_35K_3person_40,Households with income between 0 and 35K and 3 persons 2040,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HH_0_35K_4_plus_person_40,Households with income between 0 and 35K and 4 or more persons 2040,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HHs_Over_35K_1person_40,Households with income above 35K and 1 person 2040,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HHs_Over_35K_2person_40,Households with income above 35K and 2 persons 2040,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HHs_Over_35K_3person_40,Households with income above 35K and 3 persons 2040,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,HHs_Over_35K_4_plus_person_40,Households with income above 35K and 4 or more persons 2040,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Total_Employment_40,Total Employment 2040,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Ag_Mining_40,"Agriculture, forestry, fishing and hunting and mining 2040",Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Construction_40,Construction 2040,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Manufacturing_40,Manufacturing 2040,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Wholesale_Trade_40,Wholesale trade 2040,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Retail_Trade_40,Retail trade 2040,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Transport_WH_Util_40,Transportation and warehousing and utilities 2040,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Information_40,Information Services 2040,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,FIRE_40,"Finance, insurance, real estate and rental and leasing 2040",Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Prof_Services_40,"Professional, scientific, management, administrative,  and waste management services 2040",Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Eds_Meds_40,"Educational, health and social services 2040",Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Arts_Rec_Food_40,"Arts, entertainment, recreation, accommodation and food services 2040",Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Other_Services_40,Other services (except public administration) 2040,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Public_Admin_40,Public administration 2040,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,Armed_Forces_40,Armed Forces 2040,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,SHAPE.AREA,SHAPE.AREA,Double,No variable
DEMOGRAPHICS,Forecast_2010to2040_TAZ,Polygon,SHAPE.LEN,SHAPE.LEN,Double,No variable
DEMOGRAPHICS,Forecast_2000to2040_MCD,Polygon,OBJECTID,OBJECTID,OID,Internal feature number.
DEMOGRAPHICS,Forecast_2000to2040_MCD,Polygon,STATE_NAME,State,String,No variable
DEMOGRAPHICS,Forecast_2000to2040_MCD,Polygon,CO_NAME,County,String,No variable
DEMOGRAPHICS,Forecast_2000to2040_MCD,Polygon,MUN_LABEL,Municipality,String,No variable
DEMOGRAPHICS,Forecast_2000to2040_MCD,Polygon,GEOID,GEOID,String,No variable
DEMOGRAPHICS,Forecast_2000to2040_MCD,Polygon,SHAPE,SHAPE,Geometry,Feature geometry.
DEMOGRAPHICS,Forecast_2000to2040_MCD,Polygon,POP_2000,"Population, 2000",Double,No variable
DEMOGRAPHICS,Forecast_2000to2040_MCD,Polygon,POP_2010,"Population, 2010",Double,No variable
DEMOGRAPHICS,Forecast_2000to2040_MCD,Polygon,POP_2015,"Population, 2015",Double,No variable
DEMOGRAPHICS,Forecast_2000to2040_MCD,Polygon,POP_2020,"Population, 2020",Double,No variable
DEMOGRAPHICS,Forecast_2000to2040_MCD,Polygon,POP_2025,"Population, 2025",Double,No variable
DEMOGRAPHICS,Forecast_2000to2040_MCD,Polygon,POP_2030,"Population, 2030",Double,No variable
DEMOGRAPHICS,Forecast_2000to2040_MCD,Polygon,POP_2035,"Population, 2035",Double,No variable
DEMOGRAPHICS,Forecast_2000to2040_MCD,Polygon,POP_2040,"Population, 2040",Double,No variable
DEMOGRAPHICS,Forecast_2000to2040_MCD,Polygon,Abs_10_40,"Absolute Change in Population, 2010 - 2040",Double,No variable
DEMOGRAPHICS,Forecast_2000to2040_MCD,Polygon,Per_10_40,"Percent Change in Population, 2010 - 2040",Double,No variable
DEMOGRAPHICS,Forecast_2000to2040_MCD,Polygon,Emp00,"Employment, 2000",Double,No variable
DEMOGRAPHICS,Forecast_2000to2040_MCD,Polygon,Emp10,"Employment, 2010",Double,No variable
DEMOGRAPHICS,Forecast_2000to2040_MCD,Polygon,Emp15,"Employment, 2015",Double,No variable
DEMOGRAPHICS,Forecast_2000to2040_MCD,Polygon,Emp20,"Employment, 2020",Double,No variable
DEMOGRAPHICS,Forecast_2000to2040_MCD,Polygon,Emp25,"Employment, 2025",Double,No variable
DEMOGRAPHICS,Forecast_2000to2040_MCD,Polygon,Emp30,"Employment, 2030",Double,No variable
DEMOGRAPHICS,Forecast_2000to2040_MCD,Polygon,Emp35,"Employment, 2035",Double,No variable
DEMOGRAPHICS,Forecast_2000to2040_MCD,Polygon,Emp40,"Employment, 2040",Double,No variable
DEMOGRAPHICS,Forecast_2000to2040_MCD,Polygon,EmpAbs_10_40,"Absolute Change in Employment, 2010 - 2040",Double,No variable
DEMOGRAPHICS,Forecast_2000to2040_MCD,Polygon,EmpPer_10_40,"Absolute Change in Employment, 2010 - 2040",Double,No variable
DEMOGRAPHICS,Forecast_2000to2040_MCD,Polygon,SHAPE.AREA,SHAPE.AREA,Double,No variable
DEMOGRAPHICS,Forecast_2000to2040_MCD,Polygon,SHAPE.LEN,SHAPE.LEN,Double,No variable
DEMOGRAPHICS,ACS_Profile_09_13_Tract,Polygon,OBJECTID,OBJECTID,OID,Internal feature number.
DEMOGRAPHICS,ACS_Profile_09_13_Tract,Polygon,SHAPE,SHAPE,Geometry,Feature geometry.
DEMOGRAPHICS,ACS_Profile_09_13_Tract,Polygon,STATEFP10,State FIPS,String,No variable
DEMOGRAPHICS,ACS_Profile_09_13_Tract,Polygon,COUNTYFP10,County FIPS,String,No variable
DEMOGRAPHICS,ACS_Profile_09_13_Tract,Polygon,TRACTCE10,Tract ID,String,No variable
DEMOGRAPHICS,ACS_Profile_09_13_Tract,Polygon,GEOID10,GEOID10,String,No variable
DEMOGRAPHICS,ACS_Profile_09_13_Tract,Polygon,NAME10,Tract Name,String,No variable
DEMOGRAPHICS,ACS_Profile_09_13_Tract,Polygon,TotComm,Total Commuters,Double,Total Commuters
DEMOGRAPHICS,ACS_Profile_09_13_Tract,Polygon,Auto,"Car, truck, or van:",Double,"Car, truck, or van"
